zip,service,tier,region
24970,Ground,DAS,Contiguous U.S.
24974,Ground,DAS Extended,Contiguous U.S.
24976,Ground,DAS Extended,Contiguous U.S.
24977,Ground,DAS Extended,Contiguous U.S.
24981,Ground,DAS Extended,Contiguous U.S.
24983,Ground,DAS Extended,Contiguous U.S.
24984,Ground,DAS Extended,Contiguous U.S.
24985,Ground,DAS Extended,Contiguous U.S.
24986,Ground,DAS,Contiguous U.S.
24991,Ground,DAS Extended,Contiguous U.S.
24993,Ground,DAS Extended,Contiguous U.S.
25002,Ground,DAS Extended,Contiguous U.S.
25003,Ground,DAS Extended,Contiguous U.S.
25004,Ground,DAS Extended,Contiguous U.S.
25005,Ground,DAS Extended,Contiguous U.S.
25007,Ground,DAS Extended,Contiguous U.S.
25008,Ground,DAS Extended,Contiguous U.S.
25009,Ground,DAS Extended,Contiguous U.S.
25010,Ground,DAS Extended,Contiguous U.S.
25015,Ground,DAS,Contiguous U.S.
25018,Ground,DAS Extended,Contiguous U.S.
25019,Ground,DAS Extended,Contiguous U.S.
25021,Ground,DAS Extended,Contiguous U.S.
25022,Ground,DAS Extended,Contiguous U.S.
25024,Ground,DAS,Contiguous U.S.
25025,Ground,DAS Extended,Contiguous U.S.
25028,Ground,DAS Extended,Contiguous U.S.
25030,Ground,DAS Extended,Contiguous U.S.
25031,Ground,DAS Extended,Contiguous U.S.
25033,Ground,DAS,Contiguous U.S.
25035,Ground,DAS Extended,Contiguous U.S.
25036,Ground,DAS Extended,Contiguous U.S.
25039,Ground,DAS Extended,Contiguous U.S.
25040,Ground,DAS,Contiguous U.S.
25043,Ground,DAS Extended,Contiguous U.S.
25044,Ground,DAS Extended,Contiguous U.S.
25045,Ground,DAS Extended,Contiguous U.S.
25046,Ground,DAS Extended,Contiguous U.S.
25047,Ground,DAS Extended,Contiguous U.S.
25048,Ground,DAS Extended,Contiguous U.S.
25049,Ground,DAS Extended,Contiguous U.S.
25051,Ground,DAS,Contiguous U.S.
25053,Ground,DAS Extended,Contiguous U.S.
25054,Ground,DAS Extended,Contiguous U.S.
25057,Ground,DAS Extended,Contiguous U.S.
25059,Ground,DAS Extended,Contiguous U.S.
25060,Ground,DAS Extended,Contiguous U.S.
25061,Ground,DAS Extended,Contiguous U.S.
25062,Ground,DAS Extended,Contiguous U.S.
25063,Ground,DAS Extended,Contiguous U.S.
25067,Ground,DAS Extended,Contiguous U.S.
25070,Ground,DAS,Contiguous U.S.
25071,Ground,DAS Extended,Contiguous U.S.
25075,Ground,DAS Extended,Contiguous U.S.
25076,Ground,DAS,Contiguous U.S.
25081,Ground,DAS,Contiguous U.S.
25082,Ground,DAS Extended,Contiguous U.S.
25083,Ground,DAS Extended,Contiguous U.S.
25085,Ground,DAS Extended,Contiguous U.S.
25086,Ground,DAS,Contiguous U.S.
25088,Ground,DAS Extended,Contiguous U.S.
25090,Ground,DAS,Contiguous U.S.
25093,Ground,DAS Extended,Contiguous U.S.
25102,Ground,DAS Extended,Contiguous U.S.
25103,Ground,DAS,Contiguous U.S.
25106,Ground,DAS Extended,Contiguous U.S.
25107,Ground,DAS Extended,Contiguous U.S.
25108,Ground,DAS,Contiguous U.S.
25109,Ground,DAS Extended,Contiguous U.S.
25110,Ground,DAS,Contiguous U.S.
25111,Ground,DAS Extended,Contiguous U.S.
25113,Ground,DAS Extended,Contiguous U.S.
25114,Ground,DAS Extended,Contiguous U.S.
25115,Ground,DAS Extended,Contiguous U.S.
25118,Ground,DAS Extended,Contiguous U.S.
25119,Ground,DAS Extended,Contiguous U.S.
25121,Ground,DAS Extended,Contiguous U.S.
25122,Ground,DAS Extended,Contiguous U.S.
25123,Ground,DAS Extended,Contiguous U.S.
25124,Ground,DAS Extended,Contiguous U.S.
25125,Ground,DAS Extended,Contiguous U.S.
25126,Ground,DAS Extended,Contiguous U.S.
25130,Ground,DAS Extended,Contiguous U.S.
25132,Ground,DAS Extended,Contiguous U.S.
25133,Ground,DAS Extended,Contiguous U.S.
25134,Ground,DAS Extended,Contiguous U.S.
25136,Ground,DAS Extended,Contiguous U.S.
25139,Ground,DAS,Contiguous U.S.
25140,Ground,DAS Extended,Contiguous U.S.
25141,Ground,DAS Extended,Contiguous U.S.
25142,Ground,DAS Extended,Contiguous U.S.
25143,Ground,DAS,Contiguous U.S.
25148,Ground,DAS Extended,Contiguous U.S.
25149,Ground,DAS Extended,Contiguous U.S.
25150,Ground,DAS Extended,Contiguous U.S.
25152,Ground,DAS Extended,Contiguous U.S.
25154,Ground,DAS Extended,Contiguous U.S.
25156,Ground,DAS,Contiguous U.S.
25159,Ground,DAS,Contiguous U.S.
25160,Ground,DAS Extended,Contiguous U.S.
25161,Ground,DAS Extended,Contiguous U.S.
25162,Ground,DAS,Contiguous U.S.
25164,Ground,DAS Extended,Contiguous U.S.
25165,Ground,DAS,Contiguous U.S.
25168,Ground,DAS,Contiguous U.S.
25169,Ground,DAS Extended,Contiguous U.S.
25173,Ground,DAS Extended,Contiguous U.S.
25174,Ground,DAS Extended,Contiguous U.S.
25180,Ground,DAS Extended,Contiguous U.S.
25181,Ground,DAS Extended,Contiguous U.S.
25182,Ground,DAS Extended,Contiguous U.S.
25183,Ground,DAS Extended,Contiguous U.S.
25185,Ground,DAS,Contiguous U.S.
25186,Ground,DAS,Contiguous U.S.
25187,Ground,DAS Extended,Contiguous U.S.
25193,Ground,DAS Extended,Contiguous U.S.
25201,Ground,DAS Extended,Contiguous U.S.
25202,Ground,DAS,Contiguous U.S.
25203,Ground,DAS Extended,Contiguous U.S.
25204,Ground,DAS Extended,Contiguous U.S.
25205,Ground,DAS Extended,Contiguous U.S.
25206,Ground,DAS Extended,Contiguous U.S.
25208,Ground,DAS Extended,Contiguous U.S.
25209,Ground,DAS Extended,Contiguous U.S.
25211,Ground,DAS Extended,Contiguous U.S.
25213,Ground,DAS,Contiguous U.S.
25214,Ground,DAS Extended,Contiguous U.S.
25231,Ground,DAS Extended,Contiguous U.S.
25234,Ground,DAS Extended,Contiguous U.S.
25235,Ground,DAS Extended,Contiguous U.S.
25239,Ground,DAS Extended,Contiguous U.S.
25241,Ground,DAS Extended,Contiguous U.S.
25243,Ground,DAS Extended,Contiguous U.S.
25244,Ground,DAS Extended,Contiguous U.S.
25245,Ground,DAS Extended,Contiguous U.S.
25247,Ground,DAS Extended,Contiguous U.S.
25248,Ground,DAS Extended,Contiguous U.S.
25250,Ground,DAS Extended,Contiguous U.S.
25251,Ground,DAS Extended,Contiguous U.S.
25252,Ground,DAS Extended,Contiguous U.S.
25253,Ground,DAS Extended,Contiguous U.S.
25258,Ground,DAS Extended,Contiguous U.S.
25259,Ground,DAS Extended,Contiguous U.S.
25260,Ground,DAS,Contiguous U.S.
25261,Ground,DAS Extended,Contiguous U.S.
25262,Ground,DAS,Contiguous U.S.
25264,Ground,DAS,Contiguous U.S.
25266,Ground,DAS Extended,Contiguous U.S.
25267,Ground,DAS Extended,Contiguous U.S.
25268,Ground,DAS Extended,Contiguous U.S.
25270,Ground,DAS Extended,Contiguous U.S.
25271,Ground,DAS Extended,Contiguous U.S.
25275,Ground,DAS Extended,Contiguous U.S.
25276,Ground,DAS Extended,Contiguous U.S.
25279,Ground,DAS Extended,Contiguous U.S.
25281,Ground,DAS Extended,Contiguous U.S.
25283,Ground,DAS Extended,Contiguous U.S.
25285,Ground,DAS Extended,Contiguous U.S.
25286,Ground,DAS Extended,Contiguous U.S.
25287,Ground,DAS Extended,Contiguous U.S.
25306,Ground,DAS,Contiguous U.S.
25311,Ground,DAS,Contiguous U.S.
25312,Ground,DAS Extended,Contiguous U.S.
25315,Ground,DAS,Contiguous U.S.
25320,Ground,DAS Extended,Contiguous U.S.
25404,Ground,DAS,Contiguous U.S.
25411,Ground,DAS Extended,Contiguous U.S.
25413,Ground,DAS Extended,Contiguous U.S.
25420,Ground,DAS,Contiguous U.S.
25421,Ground,DAS,Contiguous U.S.
25422,Ground,DAS Extended,Contiguous U.S.
25425,Ground,DAS,Contiguous U.S.
25427,Ground,DAS Extended,Contiguous U.S.
25429,Ground,DAS,Contiguous U.S.
25430,Ground,DAS,Contiguous U.S.
25431,Ground,DAS Extended,Contiguous U.S.
25432,Ground,DAS,Contiguous U.S.
25434,Ground,DAS Extended,Contiguous U.S.
25437,Ground,DAS Extended,Contiguous U.S.
25441,Ground,DAS Extended,Contiguous U.S.
25442,Ground,DAS Extended,Contiguous U.S.
25443,Ground,DAS,Contiguous U.S.
25444,Ground,DAS Extended,Contiguous U.S.
25446,Ground,DAS Extended,Contiguous U.S.
25501,Ground,DAS Extended,Contiguous U.S.
25502,Ground,DAS Extended,Contiguous U.S.
25503,Ground,DAS Extended,Contiguous U.S.
25505,Ground,DAS Extended,Contiguous U.S.
25506,Ground,DAS Extended,Contiguous U.S.
25508,Ground,DAS Extended,Contiguous U.S.
25510,Ground,DAS,Contiguous U.S.
25511,Ground,DAS Extended,Contiguous U.S.
25512,Ground,DAS Extended,Contiguous U.S.
25514,Ground,DAS Extended,Contiguous U.S.
25515,Ground,DAS Extended,Contiguous U.S.
25517,Ground,DAS Extended,Contiguous U.S.
25520,Ground,DAS Extended,Contiguous U.S.
25521,Ground,DAS Extended,Contiguous U.S.
25523,Ground,DAS Extended,Contiguous U.S.
25524,Ground,DAS Extended,Contiguous U.S.
25526,Ground,DAS,Contiguous U.S.
25529,Ground,DAS Extended,Contiguous U.S.
25530,Ground,DAS,Contiguous U.S.
25534,Ground,DAS Extended,Contiguous U.S.
25535,Ground,DAS,Contiguous U.S.
25537,Ground,DAS Extended,Contiguous U.S.
25540,Ground,DAS Extended,Contiguous U.S.
25541,Ground,DAS Extended,Contiguous U.S.
25544,Ground,DAS Extended,Contiguous U.S.
25545,Ground,DAS,Contiguous U.S.
25547,Ground,DAS,Contiguous U.S.
25550,Ground,DAS Extended,Contiguous U.S.
25555,Ground,DAS Extended,Contiguous U.S.
25557,Ground,DAS Extended,Contiguous U.S.
25559,Ground,DAS,Contiguous U.S.
25560,Ground,DAS,Contiguous U.S.
25562,Ground,DAS,Contiguous U.S.
25564,Ground,DAS Extended,Contiguous U.S.
25565,Ground,DAS Extended,Contiguous U.S.
25567,Ground,DAS Extended,Contiguous U.S.
25570,Ground,DAS,Contiguous U.S.
25571,Ground,DAS Extended,Contiguous U.S.
25572,Ground,DAS Extended,Contiguous U.S.
25573,Ground,DAS Extended,Contiguous U.S.
25601,Ground,DAS,Contiguous U.S.
25606,Ground,DAS,Contiguous U.S.
25607,Ground,DAS Extended,Contiguous U.S.
25608,Ground,DAS Extended,Contiguous U.S.
25611,Ground,DAS,Contiguous U.S.
25612,Ground,DAS,Contiguous U.S.
25614,Ground,DAS,Contiguous U.S.
25617,Ground,DAS Extended,Contiguous U.S.
25621,Ground,DAS Extended,Contiguous U.S.
25624,Ground,DAS,Contiguous U.S.
25625,Ground,DAS Extended,Contiguous U.S.
25628,Ground,DAS,Contiguous U.S.
25630,Ground,DAS,Contiguous U.S.
25632,Ground,DAS Extended,Contiguous U.S.
25634,Ground,DAS Extended,Contiguous U.S.
25635,Ground,DAS Extended,Contiguous U.S.
25636,Ground,DAS Extended,Contiguous U.S.
25637,Ground,DAS Extended,Contiguous U.S.
25638,Ground,DAS Extended,Contiguous U.S.
25639,Ground,DAS,Contiguous U.S.
25644,Ground,DAS Extended,Contiguous U.S.
25645,Ground,DAS Extended,Contiguous U.S.
25646,Ground,DAS Extended,Contiguous U.S.
25647,Ground,DAS Extended,Contiguous U.S.
25649,Ground,DAS Extended,Contiguous U.S.
25650,Ground,DAS Extended,Contiguous U.S.
25651,Ground,DAS Extended,Contiguous U.S.
25652,Ground,DAS,Contiguous U.S.
25653,Ground,DAS,Contiguous U.S.
25654,Ground,DAS Extended,Contiguous U.S.
25661,Ground,DAS Extended,Contiguous U.S.
25665,Ground,DAS Extended,Contiguous U.S.
25666,Ground,DAS Extended,Contiguous U.S.
25667,Ground,DAS,Contiguous U.S.
25669,Ground,DAS Extended,Contiguous U.S.
25670,Ground,DAS Extended,Contiguous U.S.
25671,Ground,DAS Extended,Contiguous U.S.
25672,Ground,DAS Extended,Contiguous U.S.
25674,Ground,DAS Extended,Contiguous U.S.
25676,Ground,DAS Extended,Contiguous U.S.
25678,Ground,DAS Extended,Contiguous U.S.
25682,Ground,DAS Extended,Contiguous U.S.
25685,Ground,DAS Extended,Contiguous U.S.
25686,Ground,DAS Extended,Contiguous U.S.
25687,Ground,DAS Extended,Contiguous U.S.
25688,Ground,DAS Extended,Contiguous U.S.
25690,Ground,DAS,Contiguous U.S.
25692,Ground,DAS Extended,Contiguous U.S.
25694,Ground,DAS Extended,Contiguous U.S.
25696,Ground,DAS Extended,Contiguous U.S.
25699,Ground,DAS Extended,Contiguous U.S.
25810,Ground,DAS,Contiguous U.S.
25811,Ground,DAS Extended,Contiguous U.S.
25813,Ground,DAS,Contiguous U.S.
25817,Ground,DAS Extended,Contiguous U.S.
25820,Ground,DAS Extended,Contiguous U.S.
25823,Ground,DAS,Contiguous U.S.
25825,Ground,DAS Extended,Contiguous U.S.
25826,Ground,DAS,Contiguous U.S.
25831,Ground,DAS Extended,Contiguous U.S.
25836,Ground,DAS Extended,Contiguous U.S.
25837,Ground,DAS Extended,Contiguous U.S.
25839,Ground,DAS Extended,Contiguous U.S.
25840,Ground,DAS,Contiguous U.S.
25841,Ground,DAS Extended,Contiguous U.S.
25843,Ground,DAS Extended,Contiguous U.S.
25844,Ground,DAS Extended,Contiguous U.S.
25845,Ground,DAS Extended,Contiguous U.S.
25846,Ground,DAS Extended,Contiguous U.S.
25847,Ground,DAS Extended,Contiguous U.S.
25848,Ground,DAS Extended,Contiguous U.S.
25849,Ground,DAS,Contiguous U.S.
25851,Ground,DAS Extended,Contiguous U.S.
25853,Ground,DAS,Contiguous U.S.
25854,Ground,DAS Extended,Contiguous U.S.
25855,Ground,DAS,Contiguous U.S.
25856,Ground,DAS Extended,Contiguous U.S.
25857,Ground,DAS Extended,Contiguous U.S.
25862,Ground,DAS Extended,Contiguous U.S.
25864,Ground,DAS Extended,Contiguous U.S.
25865,Ground,DAS Extended,Contiguous U.S.
25866,Ground,DAS Extended,Contiguous U.S.
25868,Ground,DAS Extended,Contiguous U.S.
25870,Ground,DAS Extended,Contiguous U.S.
25873,Ground,DAS,Contiguous U.S.
25875,Ground,DAS Extended,Contiguous U.S.
25876,Ground,DAS Extended,Contiguous U.S.
25878,Ground,DAS,Contiguous U.S.
25879,Ground,DAS Extended,Contiguous U.S.
25880,Ground,DAS Extended,Contiguous U.S.
25882,Ground,DAS Extended,Contiguous U.S.
25901,Ground,DAS,Contiguous U.S.
25902,Ground,DAS Extended,Contiguous U.S.
25904,Ground,DAS Extended,Contiguous U.S.
25907,Ground,DAS Extended,Contiguous U.S.
25908,Ground,DAS Extended,Contiguous U.S.
25909,Ground,DAS,Contiguous U.S.
25911,Ground,DAS,Contiguous U.S.
25913,Ground,DAS Extended,Contiguous U.S.
25915,Ground,DAS Extended,Contiguous U.S.
25917,Ground,DAS Extended,Contiguous U.S.
25918,Ground,DAS Extended,Contiguous U.S.
25920,Ground,DAS Extended,Contiguous U.S.
25922,Ground,DAS Extended,Contiguous U.S.
25928,Ground,DAS Extended,Contiguous U.S.
25932,Ground,DAS Extended,Contiguous U.S.
25936,Ground,DAS,Contiguous U.S.
25938,Ground,DAS Extended,Contiguous U.S.
25942,Ground,DAS Extended,Contiguous U.S.
25951,Ground,DAS Extended,Contiguous U.S.
25958,Ground,DAS Extended,Contiguous U.S.
25962,Ground,DAS Extended,Contiguous U.S.
25965,Ground,DAS,Contiguous U.S.
25966,Ground,DAS Extended,Contiguous U.S.
25967,Ground,DAS Extended,Contiguous U.S.
25969,Ground,DAS Extended,Contiguous U.S.
25971,Ground,DAS Extended,Contiguous U.S.
25972,Ground,DAS,Contiguous U.S.
25976,Ground,DAS Extended,Contiguous U.S.
25977,Ground,DAS Extended,Contiguous U.S.
25978,Ground,DAS Extended,Contiguous U.S.
25979,Ground,DAS Extended,Contiguous U.S.
25981,Ground,DAS Extended,Contiguous U.S.
25984,Ground,DAS Extended,Contiguous U.S.
25985,Ground,DAS Extended,Contiguous U.S.
25986,Ground,DAS,Contiguous U.S.
25988,Ground,DAS Extended,Contiguous U.S.
25989,Ground,DAS Extended,Contiguous U.S.
26030,Ground,DAS,Contiguous U.S.
26031,Ground,DAS,Contiguous U.S.
26032,Ground,DAS Extended,Contiguous U.S.
26033,Ground,DAS Extended,Contiguous U.S.
26034,Ground,DAS Extended,Contiguous U.S.
26035,Ground,DAS,Contiguous U.S.
26036,Ground,DAS Extended,Contiguous U.S.
26037,Ground,DAS,Contiguous U.S.
26039,Ground,DAS Extended,Contiguous U.S.
26041,Ground,DAS,Contiguous U.S.
26047,Ground,DAS Extended,Contiguous U.S.
26050,Ground,DAS,Contiguous U.S.
26055,Ground,DAS Extended,Contiguous U.S.
26056,Ground,DAS Extended,Contiguous U.S.
26058,Ground,DAS,Contiguous U.S.
26060,Ground,DAS,Contiguous U.S.
26062,Ground,DAS,Contiguous U.S.
26070,Ground,DAS Extended,Contiguous U.S.
26075,Ground,DAS,Contiguous U.S.
26104,Ground,DAS,Contiguous U.S.
26120,Ground,DAS,Contiguous U.S.
26121,Ground,DAS Extended,Contiguous U.S.
26133,Ground,DAS Extended,Contiguous U.S.
26134,Ground,DAS,Contiguous U.S.
26135,Ground,DAS Extended,Contiguous U.S.
26136,Ground,DAS Extended,Contiguous U.S.
26137,Ground,DAS Extended,Contiguous U.S.
26138,Ground,DAS Extended,Contiguous U.S.
26141,Ground,DAS Extended,Contiguous U.S.
26142,Ground,DAS Extended,Contiguous U.S.
26143,Ground,DAS Extended,Contiguous U.S.
26146,Ground,DAS Extended,Contiguous U.S.
26147,Ground,DAS Extended,Contiguous U.S.
26148,Ground,DAS Extended,Contiguous U.S.
26149,Ground,DAS Extended,Contiguous U.S.
26150,Ground,DAS,Contiguous U.S.
26151,Ground,DAS Extended,Contiguous U.S.
26152,Ground,DAS Extended,Contiguous U.S.
26155,Ground,DAS,Contiguous U.S.
26159,Ground,DAS,Contiguous U.S.
26160,Ground,DAS Extended,Contiguous U.S.
26161,Ground,DAS Extended,Contiguous U.S.
26162,Ground,DAS Extended,Contiguous U.S.
26164,Ground,DAS,Contiguous U.S.
26167,Ground,DAS Extended,Contiguous U.S.
26169,Ground,DAS Extended,Contiguous U.S.
26170,Ground,DAS Extended,Contiguous U.S.
26173,Ground,DAS Extended,Contiguous U.S.
26175,Ground,DAS Extended,Contiguous U.S.
26178,Ground,DAS Extended,Contiguous U.S.
26180,Ground,DAS Extended,Contiguous U.S.
26181,Ground,DAS,Contiguous U.S.
26184,Ground,DAS Extended,Contiguous U.S.
26186,Ground,DAS Extended,Contiguous U.S.
26187,Ground,DAS,Contiguous U.S.
26201,Ground,DAS,Contiguous U.S.
26202,Ground,DAS Extended,Contiguous U.S.
26203,Ground,DAS Extended,Contiguous U.S.
26205,Ground,DAS Extended,Contiguous U.S.
26206,Ground,DAS Extended,Contiguous U.S.
26208,Ground,DAS Extended,Contiguous U.S.
26209,Ground,DAS Extended,Contiguous U.S.
26210,Ground,DAS Extended,Contiguous U.S.
26215,Ground,DAS Extended,Contiguous U.S.
26217,Ground,DAS Extended,Contiguous U.S.
26218,Ground,DAS Extended,Contiguous U.S.
26222,Ground,DAS Extended,Contiguous U.S.
26224,Ground,DAS Extended,Contiguous U.S.
26228,Ground,DAS Extended,Contiguous U.S.
26229,Ground,DAS Extended,Contiguous U.S.
26230,Ground,DAS Extended,Contiguous U.S.
26238,Ground,DAS Extended,Contiguous U.S.
26241,Ground,DAS,Contiguous U.S.
26250,Ground,DAS Extended,Contiguous U.S.
26253,Ground,DAS Extended,Contiguous U.S.
26254,Ground,DAS Extended,Contiguous U.S.
26257,Ground,DAS Extended,Contiguous U.S.
26259,Ground,DAS,Contiguous U.S.
26260,Ground,DAS Extended,Contiguous U.S.
26261,Ground,DAS Extended,Contiguous U.S.
26263,Ground,DAS Extended,Contiguous U.S.
26264,Ground,DAS Extended,Contiguous U.S.
26266,Ground,DAS Extended,Contiguous U.S.
26267,Ground,DAS Extended,Contiguous U.S.
26268,Ground,DAS Extended,Contiguous U.S.
26269,Ground,DAS Extended,Contiguous U.S.
26270,Ground,DAS Extended,Contiguous U.S.
26271,Ground,DAS Extended,Contiguous U.S.
26273,Ground,DAS Extended,Contiguous U.S.
26275,Ground,DAS,Contiguous U.S.
26276,Ground,DAS Extended,Contiguous U.S.
26278,Ground,DAS Extended,Contiguous U.S.
26280,Ground,DAS Extended,Contiguous U.S.
26282,Ground,DAS Extended,Contiguous U.S.
26283,Ground,DAS Extended,Contiguous U.S.
26285,Ground,DAS Extended,Contiguous U.S.
26287,Ground,DAS Extended,Contiguous U.S.
26288,Ground,DAS Extended,Contiguous U.S.
26289,Ground,DAS Extended,Contiguous U.S.
26291,Ground,DAS Extended,Contiguous U.S.
26292,Ground,DAS,Contiguous U.S.
26293,Ground,DAS Extended,Contiguous U.S.
26294,Ground,DAS Extended,Contiguous U.S.
26296,Ground,DAS Extended,Contiguous U.S.
26298,Ground,DAS Extended,Contiguous U.S.
26320,Ground,DAS Extended,Contiguous U.S.
26321,Ground,DAS Extended,Contiguous U.S.
26325,Ground,DAS Extended,Contiguous U.S.
26327,Ground,DAS Extended,Contiguous U.S.
26328,Ground,DAS Extended,Contiguous U.S.
26332,Ground,DAS Extended,Contiguous U.S.
26334,Ground,DAS Extended,Contiguous U.S.
26335,Ground,DAS Extended,Contiguous U.S.
26337,Ground,DAS Extended,Contiguous U.S.
26338,Ground,DAS Extended,Contiguous U.S.
26339,Ground,DAS Extended,Contiguous U.S.
26342,Ground,DAS Extended,Contiguous U.S.
26343,Ground,DAS Extended,Contiguous U.S.
26346,Ground,DAS,Contiguous U.S.
26347,Ground,DAS,Contiguous U.S.
26348,Ground,DAS Extended,Contiguous U.S.
26351,Ground,DAS Extended,Contiguous U.S.
26354,Ground,DAS Extended,Contiguous U.S.
26361,Ground,DAS Extended,Contiguous U.S.
26362,Ground,DAS Extended,Contiguous U.S.
26366,Ground,DAS,Contiguous U.S.
26369,Ground,DAS,Contiguous U.S.
26372,Ground,DAS Extended,Contiguous U.S.
26374,Ground,DAS Extended,Contiguous U.S.
26375,Ground,DAS Extended,Contiguous U.S.
26376,Ground,DAS Extended,Contiguous U.S.
26377,Ground,DAS Extended,Contiguous U.S.
26384,Ground,DAS Extended,Contiguous U.S.
26385,Ground,DAS Extended,Contiguous U.S.
26404,Ground,DAS,Contiguous U.S.
26405,Ground,DAS Extended,Contiguous U.S.
26408,Ground,DAS Extended,Contiguous U.S.
26410,Ground,DAS Extended,Contiguous U.S.
26411,Ground,DAS Extended,Contiguous U.S.
26412,Ground,DAS Extended,Contiguous U.S.
26415,Ground,DAS Extended,Contiguous U.S.
26416,Ground,DAS Extended,Contiguous U.S.
26419,Ground,DAS Extended,Contiguous U.S.
26421,Ground,DAS Extended,Contiguous U.S.
26422,Ground,DAS,Contiguous U.S.
26424,Ground,DAS,Contiguous U.S.
26425,Ground,DAS Extended,Contiguous U.S.
26426,Ground,DAS Extended,Contiguous U.S.
26430,Ground,DAS Extended,Contiguous U.S.
26431,Ground,DAS,Contiguous U.S.
26434,Ground,DAS Extended,Contiguous U.S.
26435,Ground,DAS Extended,Contiguous U.S.
26436,Ground,DAS Extended,Contiguous U.S.
26437,Ground,DAS Extended,Contiguous U.S.
26438,Ground,DAS,Contiguous U.S.
26440,Ground,DAS Extended,Contiguous U.S.
26443,Ground,DAS Extended,Contiguous U.S.
26444,Ground,DAS Extended,Contiguous U.S.
26447,Ground,DAS Extended,Contiguous U.S.
26448,Ground,DAS Extended,Contiguous U.S.
26452,Ground,DAS,Contiguous U.S.
26456,Ground,DAS Extended,Contiguous U.S.
26461,Ground,DAS Extended,Contiguous U.S.
26501,Ground,DAS,Contiguous U.S.
26508,Ground,DAS,Contiguous U.S.
26519,Ground,DAS Extended,Contiguous U.S.
26520,Ground,DAS,Contiguous U.S.
26521,Ground,DAS Extended,Contiguous U.S.
26524,Ground,DAS,Contiguous U.S.
26525,Ground,DAS Extended,Contiguous U.S.
26527,Ground,DAS,Contiguous U.S.
26529,Ground,DAS Extended,Contiguous U.S.
26531,Ground,DAS,Contiguous U.S.
26534,Ground,DAS,Contiguous U.S.
26535,Ground,DAS Extended,Contiguous U.S.
26537,Ground,DAS Extended,Contiguous U.S.
26541,Ground,DAS Extended,Contiguous U.S.
26542,Ground,DAS,Contiguous U.S.
26543,Ground,DAS,Contiguous U.S.
26544,Ground,DAS,Contiguous U.S.
26546,Ground,DAS Extended,Contiguous U.S.
26547,Ground,DAS,Contiguous U.S.
26554,Ground,DAS,Contiguous U.S.
26559,Ground,DAS Extended,Contiguous U.S.
26560,Ground,DAS,Contiguous U.S.
26561,Ground,DAS Extended,Contiguous U.S.
26562,Ground,DAS Extended,Contiguous U.S.
26563,Ground,DAS Extended,Contiguous U.S.
26566,Ground,DAS,Contiguous U.S.
26568,Ground,DAS,Contiguous U.S.
26570,Ground,DAS Extended,Contiguous U.S.
26571,Ground,DAS Extended,Contiguous U.S.
26572,Ground,DAS Extended,Contiguous U.S.
26574,Ground,DAS,Contiguous U.S.
26575,Ground,DAS Extended,Contiguous U.S.
26576,Ground,DAS,Contiguous U.S.
26581,Ground,DAS Extended,Contiguous U.S.
26582,Ground,DAS Extended,Contiguous U.S.
26585,Ground,DAS Extended,Contiguous U.S.
26586,Ground,DAS Extended,Contiguous U.S.
26587,Ground,DAS,Contiguous U.S.
26588,Ground,DAS,Contiguous U.S.
26589,Ground,DAS Extended,Contiguous U.S.
26590,Ground,DAS Extended,Contiguous U.S.
26591,Ground,DAS,Contiguous U.S.
26601,Ground,DAS Extended,Contiguous U.S.
26610,Ground,DAS Extended,Contiguous U.S.
26611,Ground,DAS Extended,Contiguous U.S.
26615,Ground,DAS Extended,Contiguous U.S.
26617,Ground,DAS Extended,Contiguous U.S.
26619,Ground,DAS Extended,Contiguous U.S.
26621,Ground,DAS Extended,Contiguous U.S.
26623,Ground,DAS Extended,Contiguous U.S.
26624,Ground,DAS Extended,Contiguous U.S.
26627,Ground,DAS Extended,Contiguous U.S.
26634,Ground,DAS Extended,Contiguous U.S.
26636,Ground,DAS Extended,Contiguous U.S.
26638,Ground,DAS Extended,Contiguous U.S.
26639,Ground,DAS Extended,Contiguous U.S.
26641,Ground,DAS Extended,Contiguous U.S.
26651,Ground,DAS Extended,Contiguous U.S.
26656,Ground,DAS Extended,Contiguous U.S.
26660,Ground,DAS Extended,Contiguous U.S.
26662,Ground,DAS Extended,Contiguous U.S.
26667,Ground,DAS,Contiguous U.S.
26671,Ground,DAS Extended,Contiguous U.S.
26674,Ground,DAS Extended,Contiguous U.S.
26675,Ground,DAS Extended,Contiguous U.S.
26676,Ground,DAS Extended,Contiguous U.S.
26678,Ground,DAS Extended,Contiguous U.S.
26679,Ground,DAS Extended,Contiguous U.S.
26680,Ground,DAS Extended,Contiguous U.S.
26681,Ground,DAS Extended,Contiguous U.S.
26684,Ground,DAS Extended,Contiguous U.S.
26690,Ground,DAS Extended,Contiguous U.S.
26691,Ground,DAS Extended,Contiguous U.S.
26704,Ground,DAS Extended,Contiguous U.S.
26705,Ground,DAS Extended,Contiguous U.S.
26707,Ground,DAS Extended,Contiguous U.S.
26710,Ground,DAS Extended,Contiguous U.S.
26711,Ground,DAS Extended,Contiguous U.S.
26714,Ground,DAS Extended,Contiguous U.S.
26716,Ground,DAS Extended,Contiguous U.S.
26717,Ground,DAS Extended,Contiguous U.S.
26719,Ground,DAS,Contiguous U.S.
26720,Ground,DAS Extended,Contiguous U.S.
26722,Ground,DAS Extended,Contiguous U.S.
26726,Ground,DAS,Contiguous U.S.
